SG_UF,DT_SIN_PRI,count
BA,2020-08-07,153
BA,2020-08-08,159
BA,2020-08-09,151
BA,2020-08-10,256
BA,2020-08-12,179
BA,2020-08-13,145
BA,2020-08-15,169
BA,2020-08-16,162
BA,2020-08-17,182
BA,2020-08-18,164
BA,2020-10-29,106
BA,2020-11-02,118
BA,2020-11-30,194
CE,2020-07-11,154
CE,2020-07-12,186
CE,2020-07-13,162
CE,2020-07-14,156
CE,2020-07-15,198
CE,2020-07-16,169
CE,2020-07-17,152
CE,2020-07-18,135
CE,2020-07-19,144
CE,2020-07-20,195
CE,2020-07-21,132
CE,2020-07-22,116
CE,2020-07-23,145
CE,2020-07-24,157
CE,2020-07-25,130
CE,2020-07-26,121
CE,2020-07-27,133
CE,2020-07-29,99
CE,2020-07-30,128
CE,2020-07-31,142
CE,2020-08-01,193
CE,2020-08-02,108
CE,2020-08-03,145
CE,2020-08-04,115
CE,2020-08-05,138
CE,2020-08-06,109
CE,2020-08-07,111
CE,2020-08-08,134
CE,2020-08-09,115
CE,2020-08-10,155
CE,2020-08-11,110
CE,2020-08-12,117
CE,2020-08-13,94
CE,2020-08-14,113
CE,2020-08-15,135
CE,2020-08-16,113
CE,2020-08-17,131
CE,2020-08-18,118
CE,2020-11-17,108
CE,2020-12-20,82
DF,2019-12-31,1
DF,2020-07-11,119
DF,2020-07-12,140
DF,2020-07-14,171
DF,2020-07-15,182
DF,2020-07-16,140
DF,2020-07-17,181
DF,2020-07-18,186
DF,2020-07-19,160
DF,2020-07-20,272
DF,2020-07-21,145
DF,2020-07-22,150
DF,2020-07-23,166
DF,2020-07-24,172
DF,2020-07-25,173
DF,2020-07-26,152
DF,2020-07-27,186
DF,2020-07-28,152
DF,2020-07-29,144
DF,2020-07-30,146
DF,2020-07-31,125
DF,2020-08-02,132
DF,2020-08-03,136
DF,2020-08-04,127
DF,2020-08-05,135
DF,2020-08-06,151
DF,2020-08-08,154
DF,2020-08-09,132
DF,2020-08-10,196
DF,2020-08-11,129
DF,2020-08-12,143
DF,2020-08-13,133
DF,2020-08-14,145
DF,2020-08-15,147
DF,2020-08-16,116
DF,2020-08-17,137
DF,2020-08-18,119
DF,2020-09-28,76
DF,2020-10-12,61
DF,2020-11-09,58
ES,2020-07-08,58
ES,2020-07-09,59
ES,2020-07-10,53
ES,2020-07-11,37
ES,2020-07-12,53
ES,2020-07-13,53
ES,2020-07-14,45
ES,2020-07-15,48
ES,2020-07-16,40
ES,2020-07-17,57
ES,2020-07-18,51
ES,2020-07-19,53
ES,2020-07-20,68
ES,2020-07-21,36
ES,2020-07-22,45
ES,2020-07-23,47
ES,2020-07-24,48
ES,2020-07-25,37
ES,2020-07-26,43
ES,2020-07-27,51
ES,2020-07-28,40
ES,2020-07-29,34
ES,2020-07-30,39
ES,2020-07-31,44
ES,2020-08-01,53
ES,2020-08-02,41
ES,2020-08-03,37
ES,2020-08-04,29
ES,2020-08-05,28
ES,2020-08-06,35
ES,2020-08-07,47
ES,2020-08-08,39
ES,2020-08-09,34
ES,2020-08-10,59
ES,2020-08-11,39
ES,2020-08-12,30
ES,2020-08-13,25
ES,2020-08-14,35
ES,2020-08-15,38
ES,2020-08-16,40
ES,2020-08-17,37
ES,2020-08-19,31
GO,2020-07-11,150
GO,2020-07-12,175
GO,2020-07-13,170
GO,2020-07-14,154
GO,2020-07-15,220
GO,2020-07-16,169
GO,2020-07-17,183
GO,2020-07-18,198
GO,2020-07-19,175
GO,2020-07-20,283
GO,2020-07-21,166
GO,2020-07-22,191
GO,2020-07-23,186
GO,2020-07-24,229
GO,2020-07-25,256
GO,2020-07-26,180
GO,2020-07-27,227
GO,2020-07-28,173
GO,2020-07-29,181
GO,2020-07-30,193
GO,2020-07-31,188
GO,2020-08-01,303
GO,2020-08-02,206
GO,2020-08-03,233
GO,2020-08-04,202
GO,2020-08-05,224
GO,2020-08-06,183
GO,2020-08-07,182
GO,2020-08-08,234
GO,2020-08-09,181
GO,2020-08-10,342
GO,2020-08-11,194
GO,2020-08-12,211
GO,2020-08-13,228
GO,2020-08-14,205
GO,2020-08-15,237
GO,2020-08-16,162
GO,2020-08-17,235
GO,2020-08-18,236
MA,2020-07-11,24
MA,2020-07-12,22
MA,2020-07-13,24
MA,2020-07-14,28
MA,2020-07-15,40
MA,2020-07-16,27
MA,2020-07-17,25
MA,2020-07-18,49
MA,2020-07-19,36
MA,2020-07-20,58
MA,2020-07-21,21
MA,2020-07-22,18
MA,2020-07-23,33
MA,2020-07-24,23
MA,2020-07-25,36
MA,2020-07-26,28
MA,2020-07-27,38
MA,2020-07-28,37
MA,2020-07-29,23
MA,2020-07-30,23
MA,2020-07-31,25
MA,2020-08-01,72
MA,2020-08-02,30
MA,2020-08-03,36
MA,2020-08-04,26
MA,2020-08-05,51
MA,2020-08-06,26
MA,2020-08-07,39
MA,2020-08-08,33
MA,2020-08-09,24
MA,2020-08-10,56
MA,2020-08-11,26
MA,2020-08-12,24
MA,2020-08-13,29
MA,2020-08-14,25
MA,2020-10-27,12
MG,2020-07-11,496
MG,2020-07-12,544
MG,2020-07-13,567
MG,2020-07-14,519
MG,2020-07-17,561
MG,2020-07-18,469
MG,2020-07-19,516
MG,2020-07-21,516
MG,2020-07-22,497
MG,2020-07-23,497
MG,2020-07-25,514
MG,2020-07-27,540
MG,2020-07-28,480
MG,2020-07-29,431
MG,2020-07-30,429
MG,2020-07-31,461
MG,2020-08-01,616
MG,2020-08-02,411
MG,2020-08-03,503
MG,2020-08-04,435
MG,2020-08-05,496
MG,2020-08-06,444
MG,2020-08-07,491
MG,2020-08-09,471
MG,2020-08-10,708
MG,2020-08-11,444
MG,2020-08-12,497
MG,2020-08-13,510
MG,2020-08-15,511
MG,2020-08-16,447
MG,2020-08-17,514
MG,2020-08-28,516
MG,2020-09-19,360
MG,2020-09-21,424
MG,2020-12-25,576
MS,2020-07-10,113
MS,2020-07-11,74
MS,2020-07-12,86
MS,2020-07-13,89
MS,2020-07-14,84
MS,2020-07-15,87
MS,2020-07-16,86
MS,2020-07-17,87
MS,2020-07-18,82
MS,2020-07-19,84
MS,2020-07-20,114
MS,2020-07-21,81
MS,2020-07-22,85
MS,2020-07-23,87
MS,2020-07-24,75
MS,2020-07-25,90
MS,2020-07-26,88
MS,2020-07-27,107
MS,2020-07-28,92
MS,2020-07-29,81
MS,2020-07-30,101
MS,2020-07-31,96
MS,2020-08-01,129
MS,2020-08-02,95
MS,2020-08-03,99
MS,2020-08-04,69
MS,2020-08-05,59
MS,2020-08-06,67
MS,2020-08-07,92
MS,2020-08-08,89
MS,2020-08-09,68
MS,2020-08-10,115
MS,2020-08-11,91
MS,2020-08-12,86
MS,2020-08-13,91
MS,2020-08-14,87
MS,2020-08-15,96
MS,2020-08-16,74
MS,2020-08-17,89
MT,2020-02-17,3
MT,2020-07-09,132
MT,2020-07-10,222
MT,2020-07-11,142
MT,2020-07-12,141
MT,2020-07-13,158
MT,2020-07-14,130
MT,2020-07-15,139
MT,2020-07-16,129
MT,2020-07-17,168
MT,2020-07-18,137
MT,2020-07-19,125
MT,2020-07-20,197
MT,2020-07-21,102
MT,2020-07-22,108
MT,2020-07-23,109
MT,2020-07-24,100
MT,2020-07-25,124
MT,2020-07-26,86
MT,2020-07-27,113
MT,2020-07-28,101
MT,2020-07-29,73
MT,2020-07-30,96
MT,2020-07-31,90
MT,2020-08-01,150
MT,2020-08-02,95
MT,2020-08-03,98
MT,2020-08-04,74
MT,2020-08-05,81
MT,2020-08-06,104
MT,2020-08-07,115
MT,2020-08-08,124
MT,2020-08-09,72
MT,2020-08-10,154
MT,2020-08-11,92
MT,2020-08-12,116
MT,2020-08-13,102
MT,2020-08-14,120
MT,2020-08-15,93
MT,2020-08-18,102
MT,2020-10-30,20
PA,2020-07-10,183
PA,2020-07-12,100
PA,2020-07-13,88
PA,2020-07-14,103
PA,2020-07-17,122
PA,2020-07-20,183
PA,2020-07-22,83
PA,2020-07-24,89
PA,2020-07-25,116
PA,2020-07-26,80
PA,2020-07-27,92
PA,2020-07-28,105
PA,2020-07-29,90
PA,2020-07-31,99
PA,2020-08-01,179
PA,2020-08-02,115
PA,2020-08-04,88
PA,2020-08-05,90
PA,2020-08-06,82
PA,2020-08-07,95
PA,2020-08-08,110
PA,2020-08-10,194
PA,2020-08-11,84
PA,2020-08-12,92
PA,2020-08-13,78
PA,2020-08-14,86
PA,2020-08-15,126
PA,2020-08-16,97
PB,2020-07-08,62
PB,2020-07-10,101
PB,2020-07-11,60
PB,2020-07-12,66
PB,2020-07-13,65
PB,2020-07-14,65
PB,2020-07-15,72
PB,2020-07-16,83
PB,2020-07-17,55
PB,2020-07-18,71
PB,2020-07-19,60
PB,2020-07-20,108
PB,2020-07-21,65
PB,2020-07-22,57
PB,2020-07-23,52
PB,2020-07-24,69
PB,2020-07-26,72
PB,2020-07-27,73
PB,2020-07-28,78
PB,2020-07-29,64
PB,2020-07-30,76
PB,2020-07-31,55
PB,2020-08-01,108
PB,2020-08-02,81
PB,2020-08-03,74
PB,2020-08-04,73
PB,2020-08-05,69
PB,2020-08-06,77
PB,2020-08-07,69
PB,2020-08-08,59
PB,2020-08-09,62
PB,2020-08-10,76
PB,2020-08-11,60
PB,2020-08-12,72
PB,2020-08-13,46
PB,2020-08-14,75
PB,2020-08-15,69
PB,2020-08-16,65
PB,2020-08-17,67
PB,2020-08-26,67
PE,2020-07-10,300
PE,2020-07-11,239
PE,2020-07-12,211
PE,2020-07-14,223
PE,2020-07-15,273
PE,2020-07-16,220
PE,2020-07-17,241
PE,2020-07-19,205
PE,2020-07-20,302
PE,2020-07-21,209
PE,2020-07-22,220
PE,2020-07-23,195
PE,2020-07-24,196
PE,2020-07-25,227
PE,2020-07-26,207
PE,2020-07-27,242
PE,2020-07-28,228
PE,2020-07-29,185
PE,2020-07-30,217
PE,2020-07-31,207
PE,2020-08-01,288
PE,2020-08-02,176
PE,2020-08-03,211
PE,2020-08-04,166
PE,2020-08-05,206
PE,2020-08-06,186
PE,2020-08-07,232
PE,2020-08-08,183
PE,2020-08-09,175
PE,2020-08-10,267
PE,2020-08-12,194
PE,2020-08-13,186
PE,2020-08-14,186
PE,2020-08-15,186
PE,2020-08-16,158
PE,2020-08-17,192
PE,2020-08-23,156
PE,2020-09-03,120
PE,2020-09-10,170
PE,2020-09-11,160
PE,2020-09-12,116
PE,2020-09-13,129
PE,2020-09-21,134
PE,2020-10-20,196
PE,2020-11-11,159
PE,2020-11-16,153
PE,2020-12-25,118
PE,2021-01-02,182
PI,2020-07-09,69
PI,2020-07-11,65
PI,2020-07-12,75
PI,2020-07-13,81
PI,2020-07-14,75
PI,2020-07-15,69
PI,2020-07-16,65
PI,2020-07-17,75
PI,2020-07-18,79
PI,2020-07-19,52
PI,2020-07-20,97
PI,2020-07-21,56
PI,2020-07-22,65
PI,2020-07-23,42
PI,2020-07-24,61
PI,2020-07-25,62
PI,2020-07-26,53
PI,2020-07-27,50
PI,2020-07-28,49
PI,2020-07-29,37
PI,2020-07-30,46
PI,2020-07-31,48
PI,2020-08-01,88
PI,2020-08-02,61
PI,2020-08-03,53
PI,2020-08-04,61
PI,2020-08-05,57
PI,2020-08-06,54
PI,2020-08-07,55
PI,2020-08-08,46
PI,2020-08-09,53
PI,2020-08-10,86
PI,2020-08-11,45
PI,2020-08-12,45
PI,2020-08-13,44
PI,2020-08-14,51
PI,2020-08-15,72
PI,2020-08-16,55
PI,2020-08-17,54
PR,2020-07-11,290
PR,2020-07-12,310
PR,2020-07-13,340
PR,2020-07-14,274
PR,2020-07-15,306
PR,2020-07-16,306
PR,2020-07-17,318
PR,2020-07-18,280
PR,2020-07-19,294
PR,2020-07-20,368
PR,2020-07-21,273
PR,2020-07-22,266
PR,2020-07-23,305
PR,2020-07-24,280
PR,2020-07-25,310
PR,2020-07-26,271
PR,2020-07-28,284
PR,2020-07-30,309
PR,2020-07-31,285
PR,2020-08-01,385
PR,2020-08-02,304
PR,2020-08-03,320
PR,2020-08-04,297
PR,2020-08-05,282
PR,2020-08-06,308
PR,2020-08-07,308
PR,2020-08-08,287
PR,2020-08-10,437
PR,2020-08-11,305
PR,2020-08-12,267
PR,2020-08-13,286
PR,2020-08-14,299
PR,2020-08-15,280
PR,2020-08-16,256
PR,2020-08-17,270
PR,2020-08-18,262
PR,2020-10-10,270
RJ,2020-07-11,254
RJ,2020-07-12,268
RJ,2020-07-13,360
RJ,2020-07-14,290
RJ,2020-07-15,352
RJ,2020-07-16,264
RJ,2020-07-17,337
RJ,2020-07-18,298
RJ,2020-07-19,272
RJ,2020-07-21,304
RJ,2020-07-22,255
RJ,2020-07-23,293
RJ,2020-07-24,292
RJ,2020-07-26,275
RJ,2020-07-27,365
RJ,2020-07-28,301
RJ,2020-07-29,231
RJ,2020-07-30,250
RJ,2020-07-31,252
RJ,2020-08-01,470
RJ,2020-08-03,311
RJ,2020-08-04,260
RJ,2020-08-05,321
RJ,2020-08-06,284
RJ,2020-08-07,313
RJ,2020-08-08,312
RJ,2020-08-09,305
RJ,2020-08-10,500
RJ,2020-08-11,254
RJ,2020-08-12,278
RJ,2020-08-13,310
RJ,2020-08-14,309
RJ,2020-08-15,329
RJ,2020-08-16,289
RJ,2020-08-17,364
RJ,2020-08-18,324
RJ,2020-08-19,282
RJ,2020-09-15,295
RJ,2020-09-21,237
RJ,2020-09-29,264
RJ,2021-01-02,539
RN,2020-03-02,1
RN,2020-07-09,52
RN,2020-07-11,49
RN,2020-07-12,45
RN,2020-07-13,46
RN,2020-07-14,53
RN,2020-07-15,49
RN,2020-07-16,39
RN,2020-07-17,55
RN,2020-07-18,62
RN,2020-07-19,37
RN,2020-07-20,62
RN,2020-07-21,45
RN,2020-07-22,38
RN,2020-07-23,35
RN,2020-07-24,37
RN,2020-07-25,46
RN,2020-07-26,30
RN,2020-07-27,38
RN,2020-07-28,30
RN,2020-07-29,42
RN,2020-07-30,33
RN,2020-07-31,29
RN,2020-08-01,59
RN,2020-08-02,30
RN,2020-08-03,30
RN,2020-08-04,27
RN,2020-08-05,32
RN,2020-08-06,33
RN,2020-08-07,31
RN,2020-08-08,45
RN,2020-08-09,32
RN,2020-08-10,41
RN,2020-08-11,28
RN,2020-08-12,46
RN,2020-08-13,29
RN,2020-08-14,36
RN,2020-08-15,22
RN,2020-08-16,22
RO,2020-02-10,2
RO,2020-03-02,1
RO,2020-03-03,1
RO,2020-03-16,3
RO,2020-03-20,2
RO,2020-07-09,25
RO,2020-07-10,74
RO,2020-07-11,40
RO,2020-07-12,37
RO,2020-07-13,29
RO,2020-07-14,39
RO,2020-07-15,42
RO,2020-07-16,32
RO,2020-07-17,33
RO,2020-07-18,43
RO,2020-07-19,40
RO,2020-07-20,72
RO,2020-07-21,30
RO,2020-07-22,48
RO,2020-07-23,39
RO,2020-07-24,36
RO,2020-07-25,39
RO,2020-07-26,51
RO,2020-07-27,26
RO,2020-07-28,41
RO,2020-07-29,36
RO,2020-07-30,27
RO,2020-07-31,36
RO,2020-08-01,83
RO,2020-08-02,31
RO,2020-08-03,42
RO,2020-08-04,42
RO,2020-08-05,39
RO,2020-08-06,30
RO,2020-08-07,45
RO,2020-08-08,51
RO,2020-08-09,38
RO,2020-08-10,67
RO,2020-08-11,38
RO,2020-08-12,44
RO,2020-08-13,41
RO,2020-08-14,39
RO,2020-08-15,49
RO,2020-08-16,42
RO,2020-08-17,38
RR,2020-06-30,14
RR,2020-07-03,10
RR,2020-07-04,7
RR,2020-07-05,9
RR,2020-07-07,11
RR,2020-07-08,12
RR,2020-07-09,10
RR,2020-07-10,9
RR,2020-07-11,6
RR,2020-07-12,5
RR,2020-07-13,14
RR,2020-07-14,7
RR,2020-07-15,8
RR,2020-07-16,9
RR,2020-07-17,12
RR,2020-07-18,5
RR,2020-07-19,7
RR,2020-07-20,18
RR,2020-07-21,8
RR,2020-07-22,5
RR,2020-07-23,7
RR,2020-07-24,4
RR,2020-07-25,7
RR,2020-07-26,2
RR,2020-07-27,5
RR,2020-07-28,9
RR,2020-07-29,4
RR,2020-07-30,5
RR,2020-07-31,4
RR,2020-08-01,8
RR,2020-08-02,4
RR,2020-08-03,9
RR,2020-08-04,3
RR,2020-08-05,8
RR,2020-08-07,9
RR,2020-08-08,6
RR,2020-08-15,4
RR,2020-08-18,7
RS,2020-07-10,359
RS,2020-07-11,246
RS,2020-07-12,260
RS,2020-07-13,279
RS,2020-07-14,237
RS,2020-07-15,302
RS,2020-07-16,253
RS,2020-07-17,275
RS,2020-07-18,284
RS,2020-07-19,241
RS,2020-07-20,369
RS,2020-07-21,245
RS,2020-07-22,250
RS,2020-07-23,257
RS,2020-07-24,279
RS,2020-07-25,252
RS,2020-07-26,256
RS,2020-07-27,296
RS,2020-07-28,212
RS,2020-07-29,191
RS,2020-07-30,243
RS,2020-07-31,259
RS,2020-08-01,379
RS,2020-08-02,234
RS,2020-08-03,273
RS,2020-08-04,241
RS,2020-08-05,265
RS,2020-08-06,236
RS,2020-08-07,291
RS,2020-08-08,237
RS,2020-08-09,236
RS,2020-08-10,341
RS,2020-08-11,236
RS,2020-08-12,226
RS,2020-08-13,205
RS,2020-08-14,226
RS,2020-08-15,256
RS,2020-08-16,227
RS,2020-08-17,230
RS,2020-08-18,246
SC,2020-07-11,155
SC,2020-07-12,176
SC,2020-07-13,216
SC,2020-07-14,199
SC,2020-07-15,229
SC,2020-07-16,204
SC,2020-07-17,223
SC,2020-07-19,193
SC,2020-07-20,320
SC,2020-07-21,188
SC,2020-07-22,185
SC,2020-07-23,196
SC,2020-07-24,188
SC,2020-07-25,188
SC,2020-07-26,165
SC,2020-07-27,187
SC,2020-07-28,142
SC,2020-07-29,137
SC,2020-07-30,140
SC,2020-07-31,170
SC,2020-08-01,234
SC,2020-08-02,142
SC,2020-08-03,163
SC,2020-08-04,131
SC,2020-08-05,176
SC,2020-08-06,153
SC,2020-08-07,181
SC,2020-08-08,129
SC,2020-08-09,139
SC,2020-08-10,226
SC,2020-08-11,109
SC,2020-08-12,152
SC,2020-08-13,128
SC,2020-08-14,125
SC,2020-08-15,116
SC,2020-08-16,99
SC,2020-08-17,136
SE,2020-02-26,1
SE,2020-02-28,1
SE,2020-07-10,93
SE,2020-07-11,75
SE,2020-07-12,70
SE,2020-07-13,68
SE,2020-07-14,66
SE,2020-07-15,73
SE,2020-07-16,57
SE,2020-07-17,54
SE,2020-07-18,58
SE,2020-07-19,68
SE,2020-07-20,62
SE,2020-07-21,63
SE,2020-07-22,51
SE,2020-07-23,44
SE,2020-07-24,40
SE,2020-07-25,54
SE,2020-07-26,43
SE,2020-07-27,53
SE,2020-07-28,56
SE,2020-07-29,34
SE,2020-07-30,43
SE,2020-07-31,48
SE,2020-08-01,60
SE,2020-08-02,36
SE,2020-08-03,29
SE,2020-08-04,36
SE,2020-08-05,48
SE,2020-08-06,39
SE,2020-08-07,36
SE,2020-08-08,34
SE,2020-08-09,31
SE,2020-08-10,60
SE,2020-08-11,36
SE,2020-08-12,34
SE,2020-08-13,25
SE,2020-08-14,36
SE,2020-08-15,41
SE,2020-08-16,31
SE,2020-08-17,37
SE,2020-08-18,34
SE,2020-08-25,26
SP,2020-07-11,1445
SP,2020-07-13,1610
SP,2020-07-15,1624
SP,2020-07-16,1476
SP,2020-07-17,1585
SP,2020-07-19,1359
SP,2020-07-21,1331
SP,2020-07-22,1363
SP,2020-07-23,1307
SP,2020-07-24,1308
SP,2020-07-26,1337
SP,2020-07-27,1540
SP,2020-07-29,1155
SP,2020-07-30,1188
SP,2020-07-31,1269
SP,2020-08-02,1278
SP,2020-08-03,1388
SP,2020-08-05,1276
SP,2020-08-06,1281
SP,2020-08-07,1337
SP,2020-08-08,1285
SP,2020-08-09,1175
SP,2020-08-10,1774
SP,2020-08-11,1127
SP,2020-08-12,1219
SP,2020-08-13,1218
SP,2020-08-15,1302
SP,2020-08-16,1045
SP,2020-08-18,1142
SP,2020-08-19,1063
SP,2020-08-20,1435
SP,2020-08-21,1125
SP,2020-08-22,1088
SP,2020-08-27,1027
SP,2020-08-28,1228
SP,2020-08-29,1010
SP,2020-09-05,1061
SP,2020-09-07,1005
SP,2020-09-13,939
SP,2020-09-22,797
SP,2020-09-23,823
SP,2020-11-09,1077
SP,2020-11-17,1041
SP,2020-12-15,1221
SP,2020-12-23,1193
SP,2021-01-01,2134
TO,2020-02-19,1
TO,2020-02-29,1
TO,2020-07-10,63
TO,2020-07-11,29
TO,2020-07-12,29
TO,2020-07-13,42
TO,2020-07-14,27
TO,2020-07-15,34
TO,2020-07-16,26
TO,2020-07-17,32
TO,2020-07-18,33
TO,2020-07-19,36
TO,2020-07-20,55
TO,2020-07-21,31
TO,2020-07-22,23
TO,2020-07-23,28
TO,2020-07-24,34
TO,2020-07-25,42
TO,2020-07-26,40
TO,2020-07-27,39
TO,2020-07-28,23
TO,2020-07-29,39
TO,2020-07-30,46
TO,2020-07-31,32
TO,2020-08-01,76
TO,2020-08-02,54
TO,2020-08-03,61
TO,2020-08-04,51
TO,2020-08-05,45
TO,2020-08-06,40
TO,2020-08-07,42
TO,2020-08-08,54
TO,2020-08-09,47
TO,2020-08-10,80
TO,2020-08-11,49
TO,2020-08-12,36
TO,2020-08-13,52
TO,2020-08-14,46
TO,2020-08-15,49
TO,2020-08-16,43
TO,2020-08-17,41
TO,2020-08-19,39
TO,2020-08-25,58
TO,2020-08-26,44
TO,2020-08-27,35
TO,2020-09-05,32
TO,2020-09-07,31
TO,2020-09-30,25
TO,2020-10-06,25
AC,2020-02-16,1
AC,2020-07-30,8
AC,2020-08-15,14
AC,2020-08-16,5
AC,2020-08-17,7
AC,2020-08-18,16
AC,2020-08-19,8
AC,2020-08-20,15
AC,2020-08-21,4
AC,2020-08-22,4
AC,2020-08-23,12
AC,2020-08-24,11
AC,2020-08-25,14
AC,2020-08-26,10
AC,2020-08-27,12
AC,2020-08-28,10
AC,2020-08-29,7
AC,2020-08-30,8
AC,2020-08-31,6
AC,2020-09-01,10
AC,2020-09-02,7
AC,2020-09-03,6
AC,2020-09-04,10
AC,2020-09-05,13
AC,2020-09-06,7
AC,2020-09-07,6
AC,2020-09-08,5
AC,2020-09-09,4
AC,2020-09-10,9
AC,2020-09-11,7
AC,2020-09-12,5
AC,2020-09-13,7
AC,2020-09-14,10
AC,2020-09-15,6
AC,2020-09-16,12
AC,2020-09-17,10
AC,2020-09-18,3
AC,2020-09-19,8
AC,2020-09-20,9
AC,2020-09-21,6
AC,2020-09-22,6
AC,2020-09-23,3
AC,2020-09-25,7
AC,2020-09-26,5
AC,2020-09-27,7
AC,2020-09-28,11
AC,2020-09-29,6
AC,2020-09-30,5
AC,2020-10-01,8
AC,2020-10-02,8
AC,2020-10-05,10
AL,2020-08-19,31
AL,2020-08-20,49
AL,2020-08-21,36
AL,2020-08-22,13
AL,2020-08-24,22
AL,2020-08-25,32
AL,2020-08-26,32
AL,2020-08-27,29
AL,2020-08-28,28
AL,2020-08-29,21
AL,2020-08-30,24
AL,2020-08-31,21
AL,2020-09-01,36
AL,2020-09-02,18
AL,2020-09-03,23
AL,2020-09-05,30
AL,2020-09-06,16
AL,2020-09-07,26
AL,2020-09-08,33
AL,2020-09-09,17
AL,2020-09-10,32
AL,2020-09-11,13
AL,2020-09-12,21
AL,2020-09-13,15
AL,2020-09-14,31
AL,2020-09-15,24
AL,2020-09-16,25
AL,2020-09-17,21
AL,2020-09-18,27
AL,2020-09-19,28
AL,2020-09-20,39
AL,2020-09-21,18
AL,2020-09-22,13
AL,2020-09-23,31
AL,2020-09-24,17
AL,2020-09-25,22
AL,2020-09-26,14
AL,2020-09-27,13
AL,2020-09-28,27
AL,2020-09-29,19
AL,2020-09-30,22
AL,2020-10-01,21
AL,2020-10-02,14
AL,2020-10-03,13
AL,2020-10-04,16
AL,2020-10-05,21
AL,2020-10-06,13
AL,2020-10-07,19
AL,2020-10-08,20
AL,2020-10-09,17
AM,2020-08-17,30
AM,2020-08-18,59
AM,2020-08-19,29
AM,2020-08-20,102
AM,2020-08-21,50
AM,2020-08-22,36
AM,2020-08-23,36
AM,2020-08-24,34
AM,2020-08-25,60
AM,2020-08-26,45
AM,2020-08-27,36
AM,2020-08-28,66
AM,2020-08-29,33
AM,2020-08-30,53
AM,2020-08-31,52
AM,2020-09-01,115
AM,2020-09-02,52
AM,2020-09-03,40
AM,2020-09-04,47
AM,2020-09-05,58
AM,2020-09-06,40
AM,2020-09-07,63
AM,2020-09-08,69
AM,2020-09-09,63
AM,2020-09-10,96
AM,2020-09-11,48
AM,2020-09-12,60
AM,2020-09-13,55
AM,2020-09-14,56
AM,2020-09-15,72
AM,2020-09-16,49
AM,2020-09-17,50
AM,2020-09-18,58
AM,2020-09-19,51
AM,2020-09-20,120
AM,2020-09-21,49
AM,2020-09-22,70
AM,2020-09-23,50
AM,2020-09-24,51
AM,2020-09-25,98
AM,2020-09-26,51
AM,2020-09-27,54
AM,2020-09-29,73
AM,2020-09-30,59
AM,2020-10-01,153
AM,2020-10-02,63
AM,2020-10-03,53
AM,2020-10-04,45
AM,2020-10-05,78
AM,2020-10-06,59
AM,2020-10-07,66
AM,2020-10-18,69
AM,2020-11-10,101
AM,2020-11-25,91
AP,2020-07-14,1
AP,2020-07-29,1
AP,2020-08-14,5
AP,2020-08-15,15
AP,2020-08-16,6
AP,2020-08-17,4
AP,2020-08-18,1
AP,2020-08-19,5
AP,2020-08-20,4
AP,2020-08-21,3
AP,2020-08-22,4
AP,2020-08-23,1
AP,2020-08-24,4
AP,2020-08-25,6
AP,2020-08-26,2
AP,2020-08-27,2
AP,2020-08-28,6
AP,2020-08-29,4
AP,2020-08-30,14
AP,2020-08-31,4
AP,2020-09-01,4
AP,2020-09-02,2
AP,2020-09-03,2
AP,2020-09-04,4
AP,2020-09-05,3
AP,2020-09-06,2
AP,2020-09-07,10
AP,2020-09-08,2
AP,2020-09-09,2
AP,2020-09-10,14
AP,2020-09-11,3
AP,2020-09-12,3
AP,2020-09-13,5
AP,2020-09-15,7
AP,2020-09-16,8
AP,2020-09-17,5
AP,2020-09-18,3
AP,2020-09-19,2
AP,2020-09-20,11
AP,2020-09-21,6
AP,2020-09-22,5
AP,2020-09-23,3
AP,2020-09-24,3
AP,2020-09-25,3
AP,2020-09-26,8
AP,2020-09-27,2
AP,2020-09-28,10
AP,2020-09-29,3
AP,2020-09-30,5
AP,2020-10-01,15
AP,2020-10-02,15
AP,2020-10-03,12
AP,2020-10-04,7
AP,2020-10-05,17
BA,2020-08-19,166
BA,2020-08-20,188
BA,2020-08-21,153
BA,2020-08-23,152
BA,2020-08-24,134
BA,2020-08-25,132
BA,2020-08-26,136
BA,2020-08-27,136
BA,2020-08-28,161
BA,2020-08-29,104
BA,2020-08-30,112
BA,2020-08-31,145
BA,2020-09-01,196
BA,2020-09-02,138
BA,2020-09-03,112
BA,2020-09-04,113
BA,2020-09-05,122
BA,2020-09-06,127
BA,2020-09-07,142
BA,2020-09-08,147
BA,2020-09-09,128
BA,2020-09-10,173
BA,2020-09-11,138
BA,2020-09-12,108
BA,2020-09-13,116
BA,2020-09-14,116
BA,2020-09-15,136
BA,2020-09-16,118
BA,2020-09-17,128
BA,2020-09-18,133
BA,2020-09-19,123
BA,2020-09-20,139
BA,2020-09-21,124
BA,2020-09-22,119
BA,2020-09-23,109
BA,2020-09-24,118
BA,2020-09-25,135
BA,2020-09-26,93
BA,2020-09-27,107
BA,2020-09-28,126
BA,2020-09-29,113
BA,2020-09-30,140
BA,2020-10-01,170
BA,2020-10-02,116
BA,2020-10-03,114
BA,2020-10-04,126
BA,2020-10-05,114
BA,2020-10-06,128
BA,2020-10-07,122
BA,2020-10-09,114
BA,2020-10-18,121
BA,2020-10-25,127
BA,2020-10-28,97
BA,2020-11-11,107
