SG_UF,DT_SIN_PRI,count
AP,2020-05-15,15
AP,2020-05-16,15
AP,2020-05-17,14
AP,2020-05-18,18
AP,2020-05-19,17
AP,2020-05-20,27
AP,2020-05-21,12
AP,2020-05-22,17
AP,2020-05-27,7
BA,2019-12-29,2
BA,2019-12-31,2
BA,2020-01-01,3
BA,2020-01-02,6
BA,2020-01-04,3
BA,2020-01-05,3
BA,2020-01-06,1
BA,2020-01-07,2
BA,2020-01-08,6
BA,2020-01-09,3
BA,2020-01-10,3
BA,2020-01-11,1
BA,2020-01-12,2
BA,2020-01-13,4
BA,2020-01-14,3
BA,2020-01-15,5
BA,2020-01-16,4
BA,2020-01-17,1
BA,2020-01-18,2
BA,2020-01-19,1
BA,2020-01-21,2
BA,2020-01-22,3
BA,2020-01-23,3
BA,2020-01-24,4
BA,2020-01-25,1
BA,2020-01-26,3
BA,2020-01-27,3
BA,2020-01-28,1
BA,2020-01-29,3
BA,2020-01-31,2
BA,2020-02-01,5
BA,2020-02-03,3
BA,2020-02-04,2
BA,2020-02-05,5
BA,2020-02-06,4
BA,2020-02-07,4
BA,2020-02-08,4
BA,2020-02-09,2
BA,2020-02-10,7
BA,2020-02-11,6
BA,2020-02-12,6
BA,2020-02-13,2
BA,2020-02-14,2
BA,2020-02-15,3
BA,2020-02-16,5
BA,2020-02-17,8
BA,2020-02-18,5
BA,2020-02-19,7
BA,2020-02-20,6
BA,2020-02-21,1
BA,2020-02-22,8
BA,2020-02-23,6
BA,2020-02-24,12
BA,2020-02-25,13
BA,2020-02-26,12
BA,2020-02-27,8
BA,2020-02-28,9
BA,2020-02-29,18
BA,2020-03-01,16
BA,2020-03-02,12
BA,2020-03-03,11
BA,2020-03-04,14
BA,2020-03-05,10
BA,2020-03-06,18
BA,2020-03-07,13
BA,2020-03-08,16
BA,2020-03-09,30
BA,2020-03-10,16
BA,2020-03-11,19
BA,2020-03-12,33
BA,2020-03-13,33
BA,2020-03-14,42
BA,2020-03-15,39
BA,2020-03-16,35
BA,2020-03-17,33
BA,2020-03-18,31
BA,2020-03-19,48
BA,2020-03-20,52
BA,2020-03-21,31
BA,2020-03-22,35
BA,2020-03-23,39
BA,2020-03-24,44
BA,2020-03-25,38
BA,2020-03-26,30
BA,2020-03-27,43
BA,2020-03-28,30
BA,2020-03-29,32
BA,2020-03-30,38
BA,2020-03-31,35
BA,2020-04-01,56
BA,2020-04-02,40
BA,2020-04-03,36
BA,2020-04-04,56
BA,2020-04-05,51
BA,2020-04-06,40
BA,2020-04-07,48
BA,2020-04-08,50
BA,2020-04-09,44
BA,2020-04-10,88
BA,2020-04-11,57
BA,2020-04-12,57
BA,2020-04-13,52
BA,2020-04-14,65
BA,2020-04-15,84
BA,2020-04-16,75
BA,2020-04-17,99
BA,2020-04-18,97
BA,2020-04-19,67
BA,2020-04-20,79
BA,2020-04-21,64
BA,2020-04-22,69
BA,2020-04-23,79
BA,2020-04-24,95
BA,2020-04-25,76
BA,2020-04-26,79
BA,2020-04-27,102
BA,2020-04-28,97
BA,2020-04-29,76
BA,2020-04-30,107
BA,2020-05-01,158
BA,2020-05-02,107
BA,2020-05-03,106
BA,2020-05-04,127
BA,2020-05-05,140
BA,2020-05-06,111
BA,2020-05-07,130
BA,2020-05-08,134
BA,2020-05-09,135
BA,2020-05-10,172
BA,2020-05-11,153
BA,2020-05-12,160
BA,2020-05-13,160
BA,2020-05-14,170
BA,2020-05-15,188
BA,2020-05-16,174
BA,2020-05-17,167
BA,2020-05-18,170
BA,2020-05-19,157
BA,2020-05-20,205
BA,2020-05-21,192
BA,2020-05-22,192
BA,2020-05-23,172
BA,2020-05-24,170
BA,2020-05-25,262
BA,2020-05-26,180
BA,2020-05-27,205
BA,2020-05-28,182
BA,2020-05-29,185
BA,2020-05-30,179
BA,2020-08-11,177
BA,2020-10-23,92
CE,2019-12-30,2
CE,2019-12-31,3
CE,2020-01-01,1
CE,2020-01-02,4
CE,2020-01-03,3
CE,2020-01-05,3
CE,2020-01-06,6
CE,2020-01-07,2
CE,2020-01-08,2
CE,2020-01-09,1
CE,2020-01-10,5
CE,2020-01-11,5
CE,2020-01-13,6
CE,2020-01-14,2
CE,2020-01-15,7
CE,2020-01-16,8
CE,2020-01-17,3
CE,2020-01-18,5
CE,2020-01-20,7
CE,2020-01-21,3
CE,2020-01-22,5
CE,2020-01-23,5
CE,2020-01-24,4
CE,2020-01-25,4
CE,2020-01-26,5
CE,2020-01-27,6
CE,2020-01-28,2
CE,2020-01-29,7
CE,2020-01-30,9
CE,2020-01-31,6
CE,2020-02-01,4
CE,2020-02-02,5
CE,2020-02-03,5
CE,2020-02-04,5
CE,2020-02-05,8
CE,2020-02-06,4
CE,2020-02-07,8
CE,2020-02-08,4
CE,2020-02-09,8
CE,2020-02-10,9
CE,2020-02-11,4
CE,2020-02-12,7
CE,2020-02-13,4
CE,2020-02-14,5
CE,2020-02-15,8
CE,2020-02-16,10
CE,2020-02-17,9
CE,2020-02-18,7
CE,2020-02-19,3
CE,2020-02-20,12
CE,2020-02-21,10
CE,2020-02-22,4
CE,2020-02-23,7
CE,2020-02-24,6
CE,2020-02-25,11
CE,2020-02-26,4
CE,2020-02-27,8
CE,2020-02-28,6
CE,2020-02-29,3
CE,2020-03-01,12
CE,2020-03-02,10
CE,2020-03-03,7
CE,2020-03-04,10
CE,2020-03-05,15
CE,2020-03-06,15
CE,2020-03-07,16
CE,2020-03-08,12
CE,2020-03-09,12
CE,2020-03-10,25
CE,2020-03-11,17
CE,2020-03-12,20
CE,2020-03-13,21
CE,2020-03-14,19
CE,2020-03-15,34
CE,2020-03-16,42
CE,2020-03-17,42
CE,2020-03-18,61
CE,2020-03-19,75
CE,2020-03-20,121
CE,2020-03-21,72
CE,2020-03-22,76
CE,2020-03-23,100
CE,2020-03-24,75
CE,2020-03-25,97
CE,2020-03-26,72
CE,2020-03-27,87
CE,2020-03-28,66
CE,2020-03-29,78
CE,2020-03-30,90
CE,2020-03-31,80
CE,2020-04-01,141
CE,2020-04-02,94
CE,2020-04-03,107
CE,2020-04-04,102
CE,2020-04-05,106
CE,2020-04-06,123
CE,2020-04-07,124
CE,2020-04-08,127
CE,2020-04-09,148
CE,2020-04-10,216
CE,2020-04-11,161
CE,2020-04-12,185
CE,2020-04-13,217
CE,2020-04-14,169
CE,2020-04-15,219
CE,2020-04-16,217
CE,2020-04-17,223
CE,2020-04-18,255
CE,2020-04-19,259
CE,2020-04-20,438
CE,2020-04-21,265
CE,2020-04-22,283
CE,2020-04-23,309
CE,2020-04-24,347
CE,2020-04-25,396
CE,2020-04-26,341
CE,2020-04-27,393
CE,2020-04-28,412
CE,2020-04-29,371
CE,2020-04-30,502
CE,2020-05-01,808
CE,2020-05-02,515
CE,2020-05-03,497
CE,2020-05-04,529
CE,2020-05-05,565
CE,2020-05-06,494
CE,2020-05-07,453
CE,2020-05-08,480
CE,2020-05-09,476
CE,2020-05-10,681
CE,2020-05-11,455
CE,2020-05-12,418
CE,2020-05-13,388
CE,2020-05-14,395
CE,2020-05-15,460
CE,2020-05-16,362
CE,2020-05-17,332
CE,2020-05-18,345
CE,2020-05-19,328
CE,2020-05-20,402
CE,2020-05-21,292
CE,2020-05-22,294
CE,2020-05-23,277
CE,2020-05-24,230
CE,2020-05-25,316
CE,2020-05-26,247
CE,2020-05-27,219
CE,2020-05-28,251
CE,2020-05-29,247
CE,2020-05-30,222
CE,2020-05-31,196
CE,2020-12-10,155
DF,2019-12-29,4
DF,2019-12-30,3
DF,2020-01-01,3
DF,2020-01-02,4
DF,2020-01-03,1
DF,2020-01-04,2
DF,2020-01-05,4
DF,2020-01-06,2
DF,2020-01-07,3
DF,2020-01-08,1
DF,2020-01-09,3
DF,2020-01-10,3
DF,2020-01-11,2
DF,2020-01-12,6
DF,2020-01-13,1
DF,2020-01-14,1
DF,2020-01-15,2
DF,2020-01-16,3
DF,2020-01-17,4
DF,2020-01-19,1
DF,2020-01-20,4
DF,2020-01-21,1
DF,2020-01-22,3
DF,2020-01-23,2
DF,2020-01-24,3
DF,2020-01-25,4
DF,2020-01-26,1
DF,2020-01-27,2
DF,2020-01-28,2
DF,2020-01-29,1
DF,2020-01-30,3
DF,2020-01-31,1
DF,2020-02-01,10
DF,2020-02-02,1
DF,2020-02-03,3
DF,2020-02-04,2
DF,2020-02-05,2
DF,2020-02-06,1
DF,2020-02-07,2
DF,2020-02-08,2
DF,2020-02-09,1
DF,2020-02-10,4
DF,2020-02-11,4
DF,2020-02-12,4
DF,2020-02-13,2
DF,2020-02-14,2
DF,2020-02-15,7
DF,2020-02-16,6
DF,2020-02-17,7
DF,2020-02-18,4
DF,2020-02-19,2
DF,2020-02-20,6
DF,2020-02-21,4
DF,2020-02-22,5
DF,2020-02-23,6
DF,2020-02-24,5
DF,2020-02-25,7
DF,2020-02-26,10
DF,2020-02-27,5
DF,2020-02-28,9
DF,2020-02-29,4
DF,2020-03-01,16
DF,2020-03-02,7
DF,2020-03-03,7
DF,2020-03-04,6
DF,2020-03-05,6
DF,2020-03-06,9
DF,2020-03-07,14
DF,2020-03-08,12
DF,2020-03-09,14
DF,2020-03-10,13
DF,2020-03-11,15
DF,2020-03-12,10
DF,2020-03-13,16
DF,2020-03-14,19
DF,2020-03-15,20
DF,2020-03-16,25
DF,2020-03-17,30
DF,2020-03-18,18
DF,2020-03-19,28
DF,2020-03-20,32
DF,2020-03-21,17
DF,2020-03-22,28
DF,2020-03-23,23
DF,2020-03-24,21
DF,2020-03-25,26
DF,2020-03-26,23
DF,2020-03-27,15
DF,2020-03-28,17
DF,2020-03-29,18
DF,2020-03-30,19
DF,2020-03-31,27
DF,2020-04-01,32
DF,2020-04-02,15
DF,2020-04-03,16
DF,2020-04-04,19
DF,2020-04-05,21
DF,2020-04-06,19
DF,2020-04-07,25
DF,2020-04-08,24
DF,2020-04-09,25
DF,2020-04-10,36
DF,2020-04-11,17
DF,2020-04-12,20
DF,2020-04-13,31
DF,2020-04-14,23
DF,2020-04-15,26
DF,2020-04-16,25
DF,2020-04-17,23
DF,2020-04-18,26
DF,2020-04-19,30
DF,2020-04-20,30
DF,2020-04-21,29
DF,2020-04-22,26
DF,2020-04-23,32
DF,2020-04-24,25
DF,2020-04-25,26
DF,2020-04-26,17
DF,2020-04-27,29
DF,2020-04-28,31
DF,2020-04-29,29
DF,2020-04-30,40
DF,2020-05-01,65
DF,2020-05-02,46
DF,2020-05-03,30
DF,2020-05-04,56
DF,2020-05-05,50
DF,2020-05-06,34
DF,2020-05-07,42
DF,2020-05-08,48
DF,2020-05-09,34
DF,2020-05-10,53
DF,2020-05-11,38
DF,2020-05-12,49
DF,2020-05-13,45
DF,2020-05-14,52
DF,2020-05-15,67
DF,2020-05-16,54
DF,2020-05-17,55
DF,2020-05-18,68
DF,2020-05-19,62
DF,2020-05-20,87
DF,2020-05-21,66
DF,2020-05-22,66
DF,2020-05-23,68
DF,2020-05-24,56
DF,2020-05-25,78
DF,2020-05-26,70
DF,2020-05-27,64
DF,2020-05-28,75
DF,2020-05-29,101
DF,2020-06-07,102
DF,2020-06-09,109
DF,2020-06-10,155
DF,2020-06-18,154
ES,2019-12-29,1
ES,2019-12-30,1
ES,2019-12-31,1
ES,2020-01-03,1
ES,2020-01-04,1
ES,2020-01-06,2
ES,2020-01-07,1
ES,2020-01-08,3
ES,2020-01-09,1
ES,2020-01-10,1
ES,2020-01-11,1
ES,2020-01-12,1
ES,2020-01-13,2
ES,2020-01-14,1
ES,2020-01-15,1
ES,2020-01-16,1
ES,2020-01-17,2
ES,2020-01-19,1
ES,2020-01-20,1
ES,2020-01-24,1
ES,2020-01-25,2
ES,2020-01-26,1
ES,2020-01-27,2
ES,2020-01-29,2
ES,2020-01-31,2
ES,2020-02-01,1
ES,2020-02-02,1
ES,2020-02-04,1
ES,2020-02-08,2
ES,2020-02-09,1
ES,2020-02-10,1
ES,2020-02-11,2
ES,2020-02-13,2
ES,2020-02-14,1
ES,2020-02-15,1
ES,2020-02-17,1
ES,2020-02-19,2
ES,2020-02-20,1
ES,2020-02-21,1
ES,2020-02-22,3
ES,2020-02-23,2
ES,2020-02-24,2
ES,2020-02-25,4
ES,2020-02-26,2
ES,2020-02-27,4
ES,2020-02-28,2
ES,2020-02-29,3
ES,2020-03-01,3
ES,2020-03-02,6
ES,2020-03-03,2
ES,2020-03-04,3
ES,2020-03-05,3
ES,2020-03-06,3
ES,2020-03-07,1
ES,2020-03-08,4
ES,2020-03-09,4
ES,2020-03-10,4
ES,2020-03-11,10
ES,2020-03-12,9
ES,2020-03-13,4
ES,2020-03-14,11
ES,2020-03-15,13
ES,2020-03-16,6
ES,2020-03-17,11
ES,2020-03-18,16
ES,2020-03-19,16
ES,2020-03-20,22
ES,2020-03-21,19
ES,2020-03-22,5
ES,2020-03-23,15
ES,2020-03-24,18
ES,2020-03-25,15
ES,2020-03-26,21
ES,2020-03-27,14
ES,2020-03-28,15
ES,2020-03-29,14
ES,2020-03-30,23
ES,2020-03-31,24
ES,2020-04-01,43
ES,2020-04-02,31
ES,2020-04-03,29
ES,2020-04-04,32
ES,2020-04-05,34
ES,2020-04-06,22
ES,2020-04-07,36
ES,2020-04-08,31
ES,2020-04-09,25
ES,2020-04-10,40
ES,2020-04-11,31
ES,2020-04-12,28
ES,2020-04-13,35
ES,2020-04-14,39
ES,2020-04-15,42
ES,2020-04-16,30
ES,2020-04-17,32
ES,2020-04-18,33
ES,2020-04-19,32
ES,2020-04-20,50
ES,2020-04-21,34
ES,2020-04-22,35
ES,2020-04-23,33
ES,2020-04-24,51
ES,2020-04-25,51
ES,2020-04-26,38
ES,2020-04-27,39
ES,2020-04-28,46
ES,2020-04-29,33
ES,2020-04-30,49
ES,2020-05-01,72
ES,2020-05-02,68
ES,2020-05-03,71
ES,2020-05-04,70
ES,2020-05-05,67
ES,2020-05-06,62
ES,2020-05-07,64
ES,2020-05-08,67
ES,2020-05-09,60
ES,2020-05-10,88
ES,2020-05-11,67
ES,2020-05-12,72
ES,2020-05-13,64
ES,2020-05-14,60
ES,2020-05-15,82
ES,2020-05-16,79
ES,2020-05-17,61
ES,2020-05-18,63
ES,2020-05-19,79
ES,2020-05-20,92
ES,2020-05-21,80
ES,2020-05-22,80
ES,2020-05-23,60
ES,2020-05-24,79
ES,2020-05-25,91
ES,2020-05-26,71
ES,2020-05-27,61
GO,2019-12-29,2
GO,2019-12-30,2
GO,2019-12-31,1
GO,2020-01-01,5
GO,2020-01-02,3
GO,2020-01-03,3
GO,2020-01-04,1
GO,2020-01-05,2
GO,2020-01-06,2
GO,2020-01-07,1
GO,2020-01-08,4
GO,2020-01-09,3
GO,2020-01-10,3
GO,2020-01-11,4
GO,2020-01-12,1
GO,2020-01-13,3
GO,2020-01-14,4
GO,2020-01-15,2
GO,2020-01-16,2
GO,2020-01-17,2
GO,2020-01-18,3
GO,2020-01-20,3
GO,2020-01-21,2
GO,2020-01-24,2
GO,2020-01-25,2
GO,2020-01-26,2
GO,2020-01-28,1
GO,2020-01-29,3
GO,2020-01-30,2
GO,2020-01-31,2
GO,2020-02-01,2
GO,2020-02-02,3
GO,2020-02-03,3
GO,2020-02-05,1
GO,2020-02-06,1
GO,2020-02-07,2
GO,2020-02-08,2
GO,2020-02-09,1
GO,2020-02-10,7
GO,2020-02-11,1
GO,2020-02-12,2
GO,2020-02-13,1
GO,2020-02-14,1
GO,2020-02-15,2
GO,2020-02-16,2
GO,2020-02-17,1
GO,2020-02-18,4
GO,2020-02-19,4
GO,2020-02-20,1
GO,2020-02-21,1
GO,2020-02-23,3
GO,2020-02-24,1
GO,2020-02-25,4
GO,2020-02-26,4
GO,2020-02-27,4
GO,2020-02-28,4
GO,2020-02-29,3
GO,2020-03-01,5
GO,2020-03-02,5
GO,2020-03-03,3
GO,2020-03-04,8
GO,2020-03-05,5
GO,2020-03-06,7
GO,2020-03-07,8
GO,2020-03-08,9
GO,2020-03-09,9
GO,2020-03-10,16
GO,2020-03-11,8
GO,2020-03-12,15
GO,2020-03-13,21
GO,2020-03-14,26
GO,2020-03-15,27
GO,2020-03-16,26
GO,2020-03-17,27
GO,2020-03-18,26
GO,2020-03-19,26
GO,2020-03-20,47
GO,2020-03-21,23
GO,2020-03-22,34
GO,2020-03-23,37
GO,2020-03-24,21
GO,2020-03-25,27
GO,2020-03-26,21
GO,2020-03-27,23
GO,2020-03-28,21
GO,2020-03-29,26
GO,2020-03-30,27
GO,2020-03-31,18
GO,2020-04-01,46
GO,2020-04-02,26
GO,2020-04-03,34
GO,2020-04-04,27
GO,2020-04-05,23
GO,2020-04-06,29
GO,2020-04-07,28
GO,2020-04-08,25
GO,2020-04-09,31
GO,2020-04-10,39
GO,2020-04-11,24
GO,2020-04-12,38
GO,2020-04-13,39
GO,2020-04-14,19
GO,2020-04-15,33
GO,2020-04-16,19
GO,2020-04-17,32
GO,2020-04-18,28
GO,2020-04-19,24
GO,2020-04-20,54
GO,2020-04-21,31
GO,2020-04-22,38
GO,2020-04-23,45
GO,2020-04-24,29
GO,2020-04-25,32
GO,2020-04-26,48
GO,2020-04-27,40
GO,2020-04-28,53
GO,2020-04-29,29
GO,2020-04-30,41
GO,2020-05-01,66
GO,2020-05-02,50
GO,2020-05-03,52
GO,2020-05-04,46
GO,2020-05-05,59
GO,2020-05-06,36
GO,2020-05-07,49
GO,2020-05-08,42
GO,2020-05-09,53
GO,2020-05-10,62
GO,2020-05-11,55
GO,2020-05-12,57
GO,2020-05-13,56
GO,2020-05-14,54
GO,2020-05-15,65
GO,2020-05-16,54
GO,2020-05-17,61
GO,2020-05-18,71
GO,2020-05-19,61
GO,2020-05-20,80
GO,2020-05-21,44
GO,2020-05-22,50
GO,2020-05-23,52
GO,2020-05-24,67
GO,2020-05-25,66
GO,2020-05-26,55
GO,2020-05-27,79
GO,2020-05-28,74
GO,2020-05-29,78
MA,2019-12-30,1
MA,2019-12-31,1
MA,2020-01-02,1
MA,2020-01-03,2
MA,2020-01-05,2
MA,2020-01-07,1
MA,2020-01-14,1
MA,2020-01-15,2
MA,2020-01-16,1
MA,2020-01-17,3
MA,2020-01-18,1
MA,2020-01-20,1
MA,2020-01-21,2
MA,2020-01-23,1
MA,2020-01-25,2
MA,2020-01-26,3
MA,2020-01-29,3
MA,2020-01-30,3
MA,2020-01-31,2
MA,2020-02-01,3
MA,2020-02-02,2
MA,2020-02-03,3
MA,2020-02-04,1
MA,2020-02-05,5
MA,2020-02-06,4
MA,2020-02-07,10
MA,2020-02-08,4
MA,2020-02-09,7
MA,2020-02-11,5
MA,2020-02-12,6
MA,2020-02-13,12
MA,2020-02-14,4
MA,2020-02-15,6
MA,2020-02-16,7
MA,2020-02-17,7
MA,2020-02-18,9
MA,2020-02-19,8
MA,2020-02-20,11
MA,2020-02-21,16
MA,2020-02-22,15
MA,2020-02-23,11
MA,2020-02-24,13
MA,2020-02-25,9
MA,2020-02-26,6
MA,2020-02-27,16
MA,2020-02-28,11
MA,2020-02-29,16
MA,2020-03-01,23
MA,2020-03-02,11
MA,2020-03-03,12
MA,2020-03-04,10
MA,2020-03-05,24
MA,2020-03-06,8
MA,2020-03-07,8
MA,2020-03-08,8
MA,2020-03-09,20
MA,2020-03-10,26
MA,2020-03-11,25
MA,2020-03-12,29
MA,2020-03-13,17
MA,2020-03-14,16
MA,2020-03-15,26
MA,2020-03-16,18
MA,2020-03-17,9
MA,2020-03-18,26
MA,2020-03-19,26
MA,2020-03-20,40
MA,2020-03-21,27
MA,2020-03-22,32
MA,2020-03-23,33
MA,2020-03-24,31
MA,2020-03-25,35
MA,2020-03-26,20
MA,2020-03-27,35
MA,2020-03-28,33
MA,2020-03-29,34
MA,2020-03-30,47
MA,2020-03-31,26
MA,2020-04-01,69
MA,2020-04-02,60
MA,2020-04-03,66
MA,2020-04-04,62
MA,2020-04-05,72
MA,2020-04-06,60
MA,2020-04-07,83
MA,2020-04-08,72
MA,2020-04-09,80
MA,2020-04-10,161
MA,2020-04-11,81
MA,2020-04-12,116
MA,2020-04-13,123
MA,2020-04-14,115
MA,2020-04-15,134
MA,2020-04-16,101
MA,2020-04-17,136
MA,2020-04-18,168
MA,2020-04-19,113
MA,2020-04-20,269
MA,2020-04-21,106
MA,2020-04-22,127
MA,2020-04-23,117
MA,2020-04-24,140
MA,2020-04-25,177
MA,2020-04-26,155
MA,2020-04-27,154
MA,2020-04-28,304
MA,2020-04-29,144
MA,2020-04-30,174
MA,2020-05-01,333
MA,2020-05-02,193
MA,2020-05-03,188
MA,2020-05-04,196
MA,2020-05-05,257
MA,2020-05-06,147
MA,2020-05-07,175
MA,2020-05-08,162
MA,2020-05-09,178
MA,2020-05-10,308
MA,2020-05-11,154
MA,2020-05-12,159
MA,2020-05-13,144
MA,2020-05-14,131
MA,2020-05-15,214
MA,2020-05-16,127
MA,2020-05-17,117
MA,2020-05-18,167
MA,2020-05-19,136
MA,2020-05-20,246
MA,2020-05-21,136
MA,2020-05-22,108
MA,2020-05-23,86
MA,2020-05-24,87
MA,2020-05-25,145
MA,2020-05-26,75
MA,2020-05-28,114
MG,2019-12-29,4
MG,2019-12-30,3
MG,2019-12-31,7
MG,2020-01-01,19
MG,2020-01-02,4
MG,2020-01-03,9
MG,2020-01-04,7
MG,2020-01-05,4
MG,2020-01-06,5
MG,2020-01-07,8
MG,2020-01-08,8
MG,2020-01-09,6
MG,2020-01-10,8
MG,2020-01-11,4
MG,2020-01-12,8
MG,2020-01-13,8
MG,2020-01-14,10
MG,2020-01-15,12
MG,2020-01-16,8
MG,2020-01-17,7
MG,2020-01-18,10
MG,2020-01-19,4
MG,2020-01-20,8
MG,2020-01-21,7
MG,2020-01-22,6
MG,2020-01-23,9
MG,2020-01-24,11
MG,2020-01-25,4
MG,2020-01-26,7
MG,2020-01-27,5
MG,2020-01-28,7
MG,2020-01-29,3
MG,2020-01-30,11
MG,2020-01-31,7
MG,2020-02-01,13
MG,2020-02-02,9
MG,2020-02-03,2
MG,2020-02-04,11
MG,2020-02-05,8
MG,2020-02-06,10
MG,2020-02-07,3
MG,2020-02-08,6
MG,2020-02-09,3
MG,2020-02-10,6
MG,2020-02-11,8
MG,2020-02-12,9
MG,2020-02-13,12
MG,2020-02-14,12
MG,2020-02-15,8
MG,2020-02-16,14
MG,2020-02-17,12
MG,2020-02-18,11
MG,2020-02-19,9
MG,2020-02-20,13
MG,2020-02-21,9
MG,2020-02-22,13
MG,2020-02-23,10
MG,2020-02-24,13
MG,2020-02-25,24
MG,2020-02-26,17
MG,2020-02-27,21
MG,2020-02-28,28
MG,2020-02-29,14
MG,2020-03-01,31
MG,2020-03-02,28
MG,2020-03-03,22
MG,2020-03-04,23
MG,2020-03-05,23
MG,2020-03-06,28
MG,2020-03-07,23
MG,2020-03-08,39
MG,2020-03-09,51
MG,2020-03-10,59
MG,2020-03-11,46
MG,2020-03-12,78
MG,2020-03-13,101
MG,2020-03-14,99
MG,2020-03-15,125
MG,2020-03-16,172
MG,2020-03-17,152
MG,2020-03-18,190
MG,2020-03-19,155
MG,2020-03-20,201
MG,2020-03-21,178
MG,2020-03-22,164
MG,2020-03-23,213
MG,2020-03-24,163
MG,2020-03-25,190
MG,2020-03-26,164
MG,2020-03-27,172
MG,2020-03-28,159
MG,2020-03-29,154
MG,2020-03-30,144
MG,2020-03-31,149
MG,2020-04-01,205
MG,2020-04-02,145
MG,2020-04-03,180
MG,2020-04-04,151
MG,2020-04-05,151
MG,2020-04-06,150
MG,2020-04-07,147
MG,2020-04-08,147
MG,2020-04-09,148
MG,2020-04-10,177
MG,2020-04-11,118
MG,2020-04-12,165
MG,2020-04-13,151
MG,2020-04-14,156
MG,2020-04-15,166
MG,2020-04-16,138
MG,2020-04-17,137
MG,2020-04-18,142
MG,2020-04-19,154
MG,2020-04-20,233
MG,2020-04-21,134
MG,2020-04-22,164
MG,2020-04-23,165
MG,2020-04-24,166
MG,2020-04-25,169
MG,2020-04-26,150
MG,2020-04-27,180
MG,2020-04-28,175
MG,2020-04-29,160
MG,2020-04-30,175
MG,2020-05-01,248
MG,2020-05-02,224
MG,2020-05-03,195
MG,2020-05-04,221
MG,2020-05-05,217
MG,2020-05-06,187
MG,2020-05-07,183
MG,2020-05-08,181
MG,2020-05-09,201
MG,2020-05-10,236
MG,2020-05-11,204
MG,2020-05-12,209
MG,2020-05-13,230
MG,2020-05-14,244
MG,2020-05-15,229
MG,2020-05-16,215
MG,2020-05-17,200
MG,2020-05-18,243
MG,2020-05-19,227
MG,2020-05-20,267
MG,2020-05-21,218
MG,2020-05-22,248
MG,2020-05-23,232
MG,2020-05-24,218
MG,2020-05-25,288
MG,2020-05-26,260
MG,2020-05-27,274
MG,2020-05-28,247
MG,2020-05-29,288
MG,2020-05-30,240
MG,2020-06-06,337
MG,2020-06-07,327
MG,2020-07-15,569
MG,2020-08-18,449
MG,2020-08-31,481
MG,2020-11-21,387
MS,2019-12-29,1
MS,2020-01-01,2
MS,2020-01-02,1
MS,2020-01-03,1
MS,2020-01-04,2
MS,2020-01-05,2
MS,2020-01-06,1
MS,2020-01-07,2
MS,2020-01-09,3
MS,2020-01-12,1
MS,2020-01-14,3
MS,2020-01-15,2
MS,2020-01-17,3
MS,2020-01-18,1
MS,2020-01-19,1
MS,2020-01-20,2
MS,2020-01-21,6
MS,2020-01-22,1
MS,2020-01-23,2
MS,2020-01-24,1
MS,2020-01-25,1
MS,2020-01-26,2
MS,2020-01-28,2
MS,2020-01-29,4
MS,2020-01-30,1
MS,2020-02-01,2
MS,2020-02-02,1
MS,2020-02-03,1
MS,2020-02-04,3
MS,2020-02-05,3
MS,2020-02-06,2
MS,2020-02-07,2
MS,2020-02-08,1
MS,2020-02-09,2
MS,2020-02-10,1
MS,2020-02-12,1
MS,2020-02-13,2
MS,2020-02-14,3
MS,2020-02-15,2
MS,2020-02-16,3
MS,2020-02-17,3
MS,2020-02-18,2
MS,2020-02-19,1
MS,2020-02-20,1
MS,2020-02-21,4
MS,2020-02-22,4
MS,2020-02-23,4
MS,2020-02-24,5
MS,2020-02-25,2
MS,2020-02-26,5
MS,2020-02-27,1
MS,2020-02-28,4
MS,2020-02-29,4
MS,2020-03-01,5
MS,2020-03-02,6
MS,2020-03-03,2
MS,2020-03-04,4
MS,2020-03-05,2
MS,2020-03-06,4
MS,2020-03-07,4
MS,2020-03-08,7
MS,2020-03-09,11
MS,2020-03-10,10
MS,2020-03-11,14
MS,2020-03-12,17
MS,2020-03-13,17
MS,2020-03-14,25
MS,2020-03-15,29
MS,2020-03-16,26
MS,2020-03-17,26
MS,2020-03-18,26
MS,2020-03-19,33
MS,2020-03-20,44
MS,2020-03-21,37
MS,2020-03-22,31
MS,2020-03-23,29
MS,2020-03-24,27
MS,2020-03-25,28
MS,2020-03-26,39
MS,2020-03-27,20
MS,2020-03-28,20
MS,2020-03-29,33
MS,2020-03-30,22
MS,2020-03-31,26
MS,2020-04-01,39
MS,2020-04-02,30
MS,2020-04-03,24
MS,2020-04-04,31
MS,2020-04-05,23
MS,2020-04-06,24
MS,2020-04-07,16
MS,2020-04-08,23
MS,2020-04-09,24
MS,2020-04-10,21
MS,2020-04-11,19
MS,2020-04-12,17
MS,2020-04-13,20
MS,2020-04-14,23
MS,2020-04-15,26
MS,2020-04-16,17
MS,2020-04-17,17
MS,2020-04-18,19
MS,2020-04-19,19
MS,2020-04-20,32
MS,2020-04-21,16
MS,2020-04-22,17
MS,2020-04-23,28
MS,2020-04-24,29
MS,2020-04-25,20
MS,2020-04-26,22
MS,2020-04-27,28
MS,2020-04-28,23
MS,2020-04-29,18
MS,2020-04-30,18
MS,2020-05-01,25
MS,2020-05-02,20
MS,2020-05-03,18
MS,2020-05-04,28
MS,2020-05-05,22
MS,2020-05-06,19
MS,2020-05-07,22
